animal,latin_name,order,sex,LociVS,diff_LociVS,mod_diff_LociVS,midpoint_lat,mass,dichro,sexual_dichro,gen_time,survival,age_first_breed,max_lifespan,mating_system_og,mating_system_binary,paternal_care,migration
Arremon_taciturnus,Arremon_taciturnus,Passeriformes,M,95.94441226,0,0,-7.31889976,1624.96366,0.4,51.283559,2.534393376,0.590499309,1.144208007,9.97001009,NA,NA,1,0
Arremon_taciturnus,Arremon_taciturnus,Passeriformes,F,95.94441226,0,0,-7.31889976,1624.96366,0.4,51.283559,2.534393376,0.590499309,1.144208007,9.97001009,NA,NA,1,0
Arremon_torquatus,Arremon_torquatus,Passeriformes,M,72.70658479,-4.56384232,4.56384232,-4.461258434,5454.020726,0,49.09030932,2.534393376,0.590499309,1.144208007,9.97001009,0,0,1,0
Arremon_torquatus,Arremon_torquatus,Passeriformes,F,77.27042711,-4.56384232,4.56384232,-4.461258434,5454.020726,0,49.09030932,2.534393376,0.590499309,1.144208007,9.97001009,0,0,1,0
Arremon_virenticeps,Arremon_virenticeps,Passeriformes,F,64.77539837,3.71613805,3.71613805,26.0109426,5170.970581,0,20.6819618,3.156912648,0.682222575,1.233336688,10.14971613,NA,NA,1,0
Arremon_virenticeps,Arremon_virenticeps,Passeriformes,M,68.49153642,3.71613805,3.71613805,26.0109426,5170.970581,0,20.6819618,3.156912648,0.682222575,1.233336688,10.14971613,NA,NA,1,0
Arremonops_chloronotus,Arremonops_chloronotus,Passeriformes,M,73.60293782,-5.08632447,5.08632447,22.25307808,2044.292395,0,30.16340456,2.814505522,0.637238423,1.216564511,8.544104159,NA,NA,1,0
Arremonops_chloronotus,Arremonops_chloronotus,Passeriformes,F,78.68926229,-5.08632447,5.08632447,22.25307808,2044.292395,0,30.16340456,2.814505522,0.637238423,1.216564511,8.544104159,NA,NA,1,0
Arremonops_conirostris,Arremonops_conirostris,Passeriformes,M,72.94134276,3.3340176,3.3340176,9.154215676,3805.911673,0,18.47224073,3.307221287,0.694350433,1.386298606,9.118391459,0,0,1,0
Arremonops_conirostris,Arremonops_conirostris,Passeriformes,F,69.60732516,3.3340176,3.3340176,9.154215676,3805.911673,0,18.47224073,3.307221287,0.694350433,1.386298606,9.118391459,0,0,1,0
Arremonops_rufivirgatus,Arremonops_rufivirgatus,Passeriformes,F,70.29224708,-8.18862224,8.18862224,25.66045854,1289.434687,0,18.41665367,2.500319042,0.60269165,1.125117675,8.125672844,0,0,1,0
Arremonops_rufivirgatus,Arremonops_rufivirgatus,Passeriformes,M,62.10362484,-8.18862224,8.18862224,25.66045854,1289.434687,0,18.41665367,2.500319042,0.60269165,1.125117675,8.125672844,0,0,1,0
Arses_insularis,Arses_insularis,Passeriformes,M,121.8453204,25.61367494,25.61367494,-4.756608529,912.2315658,1,107.8464471,2.509070673,0.663808291,1.095949259,5.815226646,NA,NA,1,0
Arses_insularis,Arses_insularis,Passeriformes,F,96.23164546,25.61367494,25.61367494,-4.756608529,912.2315658,1,107.8464471,2.509070673,0.663808291,1.095949259,5.815226646,NA,NA,1,0
Arses_kaupi,Arses_kaupi,Passeriformes,M,73.55639154,16.68781158,16.68781158,-22.25429371,400.58039,0.6,42.98487145,2.546275747,0.653971313,1.165531015,6.034184109,0,0,1,0
Arses_kaupi,Arses_kaupi,Passeriformes,F,56.86857996,16.68781158,16.68781158,-22.25429371,400.58039,0.6,42.98487145,2.546275747,0.653971313,1.165531015,6.034184109,0,0,1,0
Artamella_viridis,Artamella_viridis,Passeriformes,M,50.26631237,-1.37270625,1.37270625,-23.80108333,7722.00917,0.6,78.98623386,3.381434876,0.692536772,1.389383703,9.849684148,0,0,1,0
Artamella_viridis,Artamella_viridis,Passeriformes,F,51.63901862,-1.37270625,1.37270625,-23.80108333,7722.00917,0.6,78.98623386,3.381434876,0.692536772,1.389383703,9.849684148,0,0,1,0
Artamus_cinereus,Artamus_cinereus,Passeriformes,M,38.98717738,4.5198015,4.5198015,-29.94910775,3735.473312,0,15.08338676,3.068880815,0.645631714,1.715461489,7.144639317,0,0,1,0
Artamus_cinereus,Artamus_cinereus,Passeriformes,F,34.46737588,4.5198015,4.5198015,-29.94910775,3735.473312,0,15.08338676,3.068880815,0.645631714,1.715461489,7.144639317,0,0,1,0
Artamus_cyanopterus,Artamus_cyanopterus,Passeriformes,M,52.46137749,4.55356833,4.55356833,-35.78449672,3498.27287,0,8.07701654,3.027708037,0.622680818,1.641072858,8.194520548,0,0,1,0
Artamus_cyanopterus,Artamus_cyanopterus,Passeriformes,F,47.90780916,4.55356833,4.55356833,-35.78449672,3498.27287,0,8.07701654,3.027708037,0.622680818,1.641072858,8.194520548,0,0,1,0
Artamus_fuscus,Artamus_fuscus,Passeriformes,M,42.56934469,-3.99767625,3.99767625,24.43880561,4829.107931,0,11.81974192,3.266407115,0.673034509,1.822791076,7.353201567,0,0,1,0
Artamus_fuscus,Artamus_fuscus,Passeriformes,F,46.56702094,-3.99767625,3.99767625,24.43880561,4829.107931,0,11.81974192,3.266407115,0.673034509,1.822791076,7.353201567,0,0,1,0
Artamus_insignis,Artamus_insignis,Passeriformes,M,55.99107072,-3.00892928,3.00892928,-6.333460381,8663.447581,0,9.519080469,3.59579156,0.718358728,2.001047783,6.926181616,NA,NA,1,0
Artamus_insignis,Artamus_insignis,Passeriformes,F,59,-3.00892928,3.00892928,-6.333460381,8663.447581,0,9.519080469,3.59579156,0.718358728,2.001047783,6.926181616,NA,NA,1,0
Artamus_maximus,Artamus_maximus,Passeriformes,M,45.63542953,-2.90929133,2.90929133,-6.531929768,11584.71503,0,33.04052819,3.667958833,0.725186675,2.050323525,7.094002199,0,0,1,0
Artamus_maximus,Artamus_maximus,Passeriformes,F,48.54472086,-2.90929133,2.90929133,-6.531929768,11584.71503,0,33.04052819,3.667958833,0.725186675,2.050323525,7.094002199,0,0,1,0
Artamus_mentalis,Artamus_mentalis,Passeriformes,F,50.95497757,-3.74092449,3.74092449,-21.89179371,5436.079845,0,14.9367464,3.383984238,0.70278966,1.841346696,7.359682005,NA,NA,1,0
Artamus_mentalis,Artamus_mentalis,Passeriformes,M,47.21405308,-3.74092449,3.74092449,-21.89179371,5436.079845,0,14.9367464,3.383984238,0.70278966,1.841346696,7.359682005,NA,NA,1,0
Artamus_minor,Artamus_minor,Passeriformes,M,57.79236099,0.79882525,0.79882525,-29.28562573,592.3640885,0,16.97231323,2.638382153,0.615008726,1.523283915,6.264817247,0,0,1,0
Artamus_minor,Artamus_minor,Passeriformes,F,56.99353574,0.79882525,0.79882525,-29.28562573,592.3640885,0,16.97231323,2.638382153,0.615008726,1.523283915,6.264817247,0,0,1,0
Artamus_monachus,Artamus_monachus,Passeriformes,M,46,1,1,-2.403332175,5960.552012,0,22.33162316,3.307072682,0.673629063,1.861487606,6.66314788,NA,NA,1,0
Artamus_monachus,Artamus_monachus,Passeriformes,F,45,1,1,-2.403332175,5960.552012,0,22.33162316,3.307072682,0.673629063,1.861487606,6.66314788,NA,NA,1,0
Artamus_personatus,Artamus_personatus,Passeriformes,F,44.56267732,3.46306119,3.46306119,-31.20796132,3498.27287,0.4,65.10934693,3.188298286,0.664405478,1.773206634,7.318855842,0,0,1,0
Artamus_personatus,Artamus_personatus,Passeriformes,M,48.02573851,3.46306119,3.46306119,-31.20796132,3498.27287,0.4,65.10934693,3.188298286,0.664405478,1.773206634,7.318855842,0,0,1,0
Artamus_superciliosus,Artamus_superciliosus,Passeriformes,F,60.80264084,15.72599127,15.72599127,-31.30797178,3711.356695,1,69.70039133,3.420343375,0.665996538,2,7.355383427,0,0,1,0
Artamus_superciliosus,Artamus_superciliosus,Passeriformes,M,76.52863211,15.72599127,15.72599127,-31.30797178,3711.356695,1,69.70039133,3.420343375,0.665996538,2,7.355383427,0,0,1,0
Artisornis_metopias,Artisornis_metopias,Passeriformes,F,113.4680572,-3.8779852,3.8779852,-10.42790483,134.3481548,0,19.21072908,2.451514702,0.623526386,1.061538962,7.092805232,0,0,1,0
Artisornis_metopias,Artisornis_metopias,Passeriformes,M,109.590072,-3.8779852,3.8779852,-10.42790483,134.3481548,0,19.21072908,2.451514702,0.623526386,1.061538962,7.092805232,0,0,1,0
Artisornis_moreaui,Artisornis_moreaui,Passeriformes,F,59,2.49796745,2.49796745,-8.308460381,164.0008802,0,15.1973829,2.307806753,0.615527573,0.949287634,6.819856478,NA,NA,1,0
Artisornis_moreaui,Artisornis_moreaui,Passeriformes,M,61.49796745,2.49796745,2.49796745,-8.308460381,164.0008802,0,15.1973829,2.307806753,0.615527573,0.949287634,6.819856478,NA,NA,1,0
Arundinicola_leucocephala,Arundinicola_leucocephala,Passeriformes,M,42.93011905,-2.63477647,2.63477647,-10.20180044,421.3748316,1,170.121534,2.432625991,0.613158914,1.083359394,7.417300251,0,0,1,0
Arundinicola_leucocephala,Arundinicola_leucocephala,Passeriformes,F,45.56489552,-2.63477647,2.63477647,-10.20180044,421.3748316,1,170.121534,2.432625991,0.613158914,1.083359394,7.417300251,0,0,1,0
Ashbyia_lovensis,Ashbyia_lovensis,Passeriformes,F,81.81075724,5.93900534,5.93900534,-32.65193864,728.1165137,0.4,37.71802047,2.628390104,0.628711684,1.135252448,8.31374052,0,0,1,2
Ashbyia_lovensis,Ashbyia_lovensis,Passeriformes,M,87.74976258,5.93900534,5.93900534,-32.65193864,728.1165137,0.4,37.71802047,2.628390104,0.628711684,1.135252448,8.31374052,0,0,1,2
Asthenes_anthoides,Asthenes_anthoides,Passeriformes,F,61.20881585,-6.47801004,6.47801004,-54.24204817,1272.291653,0,14.39692205,2.43888827,0.579649434,1.12690254,8.998016785,0,0,1,0
Asthenes_anthoides,Asthenes_anthoides,Passeriformes,M,54.73080581,-6.47801004,6.47801004,-54.24204817,1272.291653,0,14.39692205,2.43888827,0.579649434,1.12690254,8.998016785,0,0,1,0
Asthenes_baeri,Asthenes_baeri,Passeriformes,M,63.19716512,9.79918795,9.79918795,-37.98683876,757.1788195,0,17.05684925,2.358821854,0.586466347,1.054180634,8.064193911,0,0,1,0
Asthenes_baeri,Asthenes_baeri,Passeriformes,F,53.39797717,9.79918795,9.79918795,-37.98683876,757.1788195,0,17.05684925,2.358821854,0.586466347,1.054180634,8.064193911,0,0,1,0
Asthenes_dorbignyi,Asthenes_dorbignyi,Passeriformes,F,72.93983909,-2.21219108,2.21219108,-29.69126293,583.8739631,0,30.82020427,2.534393376,0.590499309,1.144208007,9.97001009,0,0,1,0
Asthenes_dorbignyi,Asthenes_dorbignyi,Passeriformes,M,70.72764801,-2.21219108,2.21219108,-29.69126293,583.8739631,0,30.82020427,2.534393376,0.590499309,1.144208007,9.97001009,0,0,1,0
Asthenes_flammulata,Asthenes_flammulata,Passeriformes,M,61.25362466,-4.71146248,4.71146248,-2.583870217,1298.719343,0,28.50679907,2.844658778,0.674836405,1.128843813,8.029454905,NA,NA,1,0
Asthenes_flammulata,Asthenes_flammulata,Passeriformes,F,65.96508714,-4.71146248,4.71146248,-2.583870217,1298.719343,0,28.50679907,2.844658778,0.674836405,1.128843813,8.029454905,NA,NA,1,0
Asthenes_huancavelicae,Asthenes_huancavelicae,Passeriformes,M,58.96100075,-4.64069218,4.64069218,-16.10846038,879.9114701,0,,2.534393376,0.590499309,1.144208007,9.97001009,NA,NA,,
Asthenes_huancavelicae,Asthenes_huancavelicae,Passeriformes,F,63.60169293,-4.64069218,4.64069218,-16.10846038,879.9114701,0,,2.534393376,0.590499309,1.144208007,9.97001009,NA,NA,,
Asthenes_hudsoni,Asthenes_hudsoni,Passeriformes,F,56.61232776,2.27071162,2.27071162,-42.59187875,879.9114701,0,16.07159406,2.436436119,0.58277603,1.109971506,8.518223022,0,0,1,0
Asthenes_hudsoni,Asthenes_hudsoni,Passeriformes,M,58.88303938,2.27071162,2.27071162,-42.59187875,879.9114701,0,16.07159406,2.436436119,0.58277603,1.109971506,8.518223022,0,0,1,0
Asthenes_humilis,Asthenes_humilis,Passeriformes,M,52.29321532,-1.00074868,1.00074868,-15.84739843,1107.955807,0,24.32828641,2.742965662,0.657265979,1.113929783,8.126091468,0,0,1,0
Asthenes_humilis,Asthenes_humilis,Passeriformes,F,53.293964,-1.00074868,1.00074868,-15.84739843,1107.955807,0,24.32828641,2.742965662,0.657265979,1.113929783,8.126091468,0,0,1,0
Asthenes_modesta,Asthenes_modesta,Passeriformes,M,62.07984856,3.18450599,3.18450599,-37.39938843,662.7944849,0,15.66863506,2.60700063,0.626056714,1.126160515,8.44948857,0,0,1,0
Asthenes_modesta,Asthenes_modesta,Passeriformes,F,58.89534257,3.18450599,3.18450599,-37.39938843,662.7944849,0,15.66863506,2.60700063,0.626056714,1.126160515,8.44948857,0,0,1,0
Asthenes_ottonis,Asthenes_ottonis,Passeriformes,M,74.93997598,3.00250313,3.00250313,-17.01755129,367.2394743,0,22.82115841,2.414097609,0.625687918,1.015566225,7.444528639,NA,NA,1,0
Asthenes_ottonis,Asthenes_ottonis,Passeriformes,F,71.93747285,3.00250313,3.00250313,-17.01755129,367.2394743,0,22.82115841,2.414097609,0.625687918,1.015566225,7.444528639,NA,NA,1,0
Asthenes_pyrrholeuca,Asthenes_pyrrholeuca,Passeriformes,M,56.56236099,-1.40314599,1.40314599,-46.86998661,380.3792607,0,25.95362429,2.797235953,0.641296028,1.177615924,9.150404874,0,0,1,1
Asthenes_pyrrholeuca,Asthenes_pyrrholeuca,Passeriformes,F,57.96550698,-1.40314599,1.40314599,-46.86998661,380.3792607,0,25.95362429,2.797235953,0.641296028,1.177615924,9.150404874,0,0,1,1
Astrapia_mayeri,Astrapia_mayeri,Passeriformes,M,166.0941064,85.57302863,85.57302863,-6.993075765,86408.82329,1.2,67.76319369,5.115744445,0.780426297,2.010719011,14.7389695,3,1,0,0
Astrapia_mayeri,Astrapia_mayeri,Passeriformes,F,80.52107777,85.57302863,85.57302863,-6.993075765,86408.82329,1.2,67.76319369,5.115744445,0.780426297,2.010719011,14.7389695,3,1,0,0
Astrapia_nigra,Astrapia_nigra,Passeriformes,M,73.7712684,20.2736049,20.2736049,-1.233460381,176613.5711,1.4,99.44753445,4.625129629,0.786112872,1.657529708,12.89388088,NA,NA,0,0
Astrapia_nigra,Astrapia_nigra,Passeriformes,F,53.4976635,20.2736049,20.2736049,-1.233460381,176613.5711,1.4,99.44753445,4.625129629,0.786112872,1.657529708,12.89388088,NA,NA,0,0
Astrapia_splendidissima,Astrapia_splendidissima,Passeriformes,M,106.8804091,48.39964303,48.39964303,-5.345960381,75459.38129,1.6,118.7990006,4.266998794,0.743604798,1.71985678,13.24350829,3,1,0,0
Astrapia_splendidissima,Astrapia_splendidissima,Passeriformes,F,58.48076607,48.39964303,48.39964303,-5.345960381,75459.38129,1.6,118.7990006,4.266998794,0.743604798,1.71985678,13.24350829,3,1,0,0
Astrapia_stephaniae,Astrapia_stephaniae,Passeriformes,F,66.55425501,-4.04543492,4.04543492,-9.454614227,89992.43976,1.4,88.88996255,5.133199044,0.78126649,2.017720894,14.86993403,3,1,0,0
Astrapia_stephaniae,Astrapia_stephaniae,Passeriformes,M,62.50882009,-4.04543492,4.04543492,-9.454614227,89992.43976,1.4,88.88996255,5.133199044,0.78126649,2.017720894,14.86993403,3,1,0,0
Atlapetes_albinucha,Atlapetes_albinucha,Passeriformes,F,112.7042413,-3.7615337,3.7615337,13.63847839,3323.866214,0,10.48755541,3.34781139,0.698076789,1.318286037,10.00567277,0,0,1,0
Atlapetes_albinucha,Atlapetes_albinucha,Passeriformes,M,108.9427076,-3.7615337,3.7615337,13.63847839,3323.866214,0,10.48755541,3.34781139,0.698076789,1.318286037,10.00567277,0,0,1,0
Atlapetes_albofrenatus,Atlapetes_albofrenatus,Passeriformes,M,129.5232637,0.5232637,0.5232637,8.704039619,,,16.15213686,2.534393376,0.590499309,1.144208007,9.97001009,NA,NA,1,0
Atlapetes_albofrenatus,Atlapetes_albofrenatus,Passeriformes,F,129,0.5232637,0.5232637,8.704039619,,,16.15213686,2.534393376,0.590499309,1.144208007,9.97001009,NA,NA,1,0
Atlapetes_citrinellus,Atlapetes_citrinellus,Passeriformes,F,75,4.84359711,4.84359711,-31.97512705,,,18.89159003,2.882851177,0.652683548,1.145918657,9.561041941,NA,NA,1,0
Atlapetes_citrinellus,Atlapetes_citrinellus,Passeriformes,M,79.84359711,4.84359711,4.84359711,-31.97512705,,,18.89159003,2.882851177,0.652683548,1.145918657,9.561041941,NA,NA,1,0
Atlapetes_forbesi,Atlapetes_forbesi,Passeriformes,M,72.08323707,16.22627689,16.22627689,-17.34179371,,,11.65494699,3.071009477,0.67768813,1.177000208,9.516008769,NA,NA,1,0
Atlapetes_forbesi,Atlapetes_forbesi,Passeriformes,F,55.85696018,16.22627689,16.22627689,-17.34179371,,,11.65494699,3.071009477,0.67768813,1.177000208,9.516008769,NA,NA,1,0
Atlapetes_fulviceps,Atlapetes_fulviceps,Passeriformes,F,128,-1.2509554,1.2509554,-25.53828494,,,18.68664002,2.872535869,0.660525106,1.147491984,9.444391401,NA,NA,1,0
Atlapetes_fulviceps,Atlapetes_fulviceps,Passeriformes,M,126.7490446,-1.2509554,1.2509554,-25.53828494,,,18.68664002,2.872535869,0.660525106,1.147491984,9.444391401,NA,NA,1,0
Atlapetes_latinuchus,Atlapetes_latinuchus,Passeriformes,F,127.6089956,-8.9299651,8.9299651,-0.990217137,1443.944028,0,14.07101558,2.534393376,0.590499309,1.144208007,9.97001009,0,0,1,0
Atlapetes_latinuchus,Atlapetes_latinuchus,Passeriformes,M,118.6790305,-8.9299651,8.9299651,-0.990217137,1443.944028,0,14.07101558,2.534393376,0.590499309,1.144208007,9.97001009,0,0,1,0
Atlapetes_leucopterus,Atlapetes_leucopterus,Passeriformes,F,64.7224845,8.16784408,8.16784408,-4.327758626,,,10.91950679,2.833184211,0.66515519,1.082101685,8.542738393,NA,NA,1,0
Atlapetes_leucopterus,Atlapetes_leucopterus,Passeriformes,M,72.89032858,8.16784408,8.16784408,-4.327758626,,,10.91950679,2.833184211,0.66515519,1.082101685,8.542738393,NA,NA,1,0
Atlapetes_melanolaemus,Atlapetes_melanolaemus,Passeriformes,F,121.5030864,-18.546785,18.546785,-18.92424985,1763.969176,0,24.67448389,2.864353734,0.662694633,1.127140115,9.14694561,NA,NA,1,0
Atlapetes_melanolaemus,Atlapetes_melanolaemus,Passeriformes,M,102.9563014,-18.546785,18.546785,-18.92424985,1763.969176,0,24.67448389,2.864353734,0.662694633,1.127140115,9.14694561,NA,NA,1,0
Atlapetes_nationi,Atlapetes_nationi,Passeriformes,F,56.23540362,0.52836684,0.52836684,-17.64596038,,,17.60054543,3.227162009,0.692286014,1.236795608,9.998245618,NA,NA,1,0
Atlapetes_nationi,Atlapetes_nationi,Passeriformes,M,56.76377046,0.52836684,0.52836684,-17.64596038,,,17.60054543,3.227162009,0.692286014,1.236795608,9.998245618,NA,NA,1,0
Atlapetes_pallidinucha,Atlapetes_pallidinucha,Passeriformes,M,87.42322517,-14.25276193,14.25276193,3.412592251,3488.967661,0,13.11908946,3.121923724,0.695624617,1.193372674,9.393364938,NA,NA,1,0
Atlapetes_pallidinucha,Atlapetes_pallidinucha,Passeriformes,F,101.6759871,-14.25276193,14.25276193,3.412592251,3488.967661,0,13.11908946,3.121923724,0.695624617,1.193372674,9.393364938,NA,NA,1,0
Atlapetes_personatus,Atlapetes_personatus,Passeriformes,M,129.2207414,-0.4191297,0.4191297,6.470904699,,,16.00901712,3.075775496,0.690032172,1.180574385,9.337508366,NA,NA,1,0
Atlapetes_personatus,Atlapetes_personatus,Passeriformes,F,129.6398711,-0.4191297,0.4191297,6.470904699,,,16.00901712,3.075775496,0.690032172,1.180574385,9.337508366,NA,NA,1,0
Atlapetes_pileatus,Atlapetes_pileatus,Passeriformes,F,110.6656606,3.8328742,3.8328742,26.27217025,1506.793819,0,15.35701468,2.778518833,0.649882649,1.11236775,9.173724835,0,0,1,0
Atlapetes_pileatus,Atlapetes_pileatus,Passeriformes,M,114.4985348,3.8328742,3.8328742,26.27217025,1506.793819,0,15.35701468,2.778518833,0.649882649,1.11236775,9.173724835,0,0,1,0
Atlapetes_schistaceus,Atlapetes_schistaceus,Passeriformes,F,76,2.45201064,2.45201064,3.730933559,,,32.31673098,2.98908279,0.681134158,1.146234047,9.07022272,NA,NA,1,0
Atlapetes_schistaceus,Atlapetes_schistaceus,Passeriformes,M,78.45201064,2.45201064,2.45201064,3.730933559,,,32.31673098,2.98908279,0.681134158,1.146234047,9.07022272,NA,NA,1,0
Atlapetes_seebohmi,Atlapetes_seebohmi,Passeriformes,F,57,3.59845545,3.59845545,-8.319571492,,,18.20626028,3.055710265,0.687245353,1.177000208,9.343561349,NA,NA,1,0
Atlapetes_seebohmi,Atlapetes_seebohmi,Passeriformes,M,60.59845545,3.59845545,3.59845545,-8.319571492,,,18.20626028,3.055710265,0.687245353,1.177000208,9.343561349,NA,NA,1,0
Atlapetes_semirufus,Atlapetes_semirufus,Passeriformes,M,161,30.5507762,30.5507762,10.92830433,2656.211514,0,15.85279195,3.010743298,0.681384143,1.166435805,9.316984851,NA,NA,1,0
Atlapetes_semirufus,Atlapetes_semirufus,Passeriformes,F,130.4492238,30.5507762,30.5507762,10.92830433,2656.211514,0,15.85279195,3.010743298,0.681384143,1.166435805,9.316984851,NA,NA,1,0
Atlapetes_tricolor,Atlapetes_tricolor,Passeriformes,M,99,11.2731512,11.2731512,-6.212356485,3956.509939,0,25.52000083,2.534393376,0.590499309,1.144208007,9.97001009,NA,NA,1,0
Atlapetes_tricolor,Atlapetes_tricolor,Passeriformes,F,87.7268488,11.2731512,11.2731512,-6.212356485,3956.509939,0,25.52000083,2.534393376,0.590499309,1.144208007,9.97001009,NA,NA,1,0
Atticora_fasciata,Atticora_fasciata,Passeriformes,M,68.93629912,-1.97637537,1.97637537,-4.689404119,367.2394743,0,10.40829956,2.041348162,0.542627802,0.95327147,6.645089397,NA,NA,1,0
Atticora_fasciata,Atticora_fasciata,Passeriformes,F,70.91267449,-1.97637537,1.97637537,-4.689404119,367.2394743,0,10.40829956,2.041348162,0.542627802,0.95327147,6.645089397,NA,NA,1,0
Attila_cinnamomeus,Attila_cinnamomeus,Passeriformes,F,88,5.48656236,5.48656236,-2.723367213,4554.285445,0,16.95125437,3.438488128,0.70603601,1.354285809,9.925534708,NA,NA,1,0
Attila_cinnamomeus,Attila_cinnamomeus,Passeriformes,M,93.48656236,5.48656236,5.48656236,-2.723367213,4554.285445,0,16.95125437,3.438488128,0.70603601,1.354285809,9.925534708,NA,NA,1,0
Attila_rufus,Attila_rufus,Passeriformes,F,98,-1.50129535,1.50129535,-26.71957149,5647.474167,0,10.75636977,2.766415093,0.686932837,1.276659866,6.359152904,NA,NA,1,0
Attila_rufus,Attila_rufus,Passeriformes,M,96.49870465,-1.50129535,1.50129535,-26.71957149,5647.474167,0,10.75636977,2.766415093,0.686932837,1.276659866,6.359152904,NA,NA,1,0
Attila_spadiceus,Attila_spadiceus,Passeriformes,F,83.59870956,5.97437141,5.97437141,-0.994891059,4635.776259,0,24.63602613,3.261619489,0.687257443,1.304828633,9.655310711,0,0,1,0
Attila_spadiceus,Attila_spadiceus,Passeriformes,M,89.57308097,5.97437141,5.97437141,-0.994891059,4635.776259,0,24.63602613,3.261619489,0.687257443,1.304828633,9.655310711,0,0,1,0
Automolus_infuscatus,Automolus_infuscatus,Passeriformes,M,80.8207894,11.8207894,11.8207894,-4.17983262,3115.104771,0,16.25067435,3.292399753,0.72,1.214629027,8.61222171,0,0,1,0
Automolus_infuscatus,Automolus_infuscatus,Passeriformes,F,69,11.8207894,11.8207894,-4.17983262,3115.104771,0,16.25067435,3.292399753,0.72,1.214629027,8.61222171,0,0,1,0
Automolus_leucophthalmus,Automolus_leucophthalmus,Passeriformes,F,89.65066225,3.24829148,3.24829148,-26.69131424,3475.036127,0,20.15502459,2.820341232,0.632328653,1.248365191,9.084755455,0,0,1,0
Automolus_leucophthalmus,Automolus_leucophthalmus,Passeriformes,M,92.89895373,3.24829148,3.24829148,-26.69131424,3475.036127,0,20.15502459,2.820341232,0.632328653,1.248365191,9.084755455,0,0,1,0
Automolus_ochrolaemus,Automolus_ochrolaemus,Passeriformes,M,89.99967078,3.46644017,3.46644017,-2.79615699,4941.59326,0,20.1498736,3.242881147,0.682829683,1.390124658,9.154572331,0,0,1,0
Automolus_ochrolaemus,Automolus_ochrolaemus,Passeriformes,F,86.53323061,3.46644017,3.46644017,-2.79615699,4941.59326,0,20.1498736,3.242881147,0.682829683,1.390124658,9.154572331,0,0,1,0
Baeolophus_atricristatus,Baeolophus_atricristatus,Passeriformes,F,46.22698148,-11.42263094,11.42263094,34.94555624,728.1165137,0,19.06215915,2.773136012,0.577181405,1.037162428,13.25,0,0,1,0
Baeolophus_atricristatus,Baeolophus_atricristatus,Passeriformes,M,34.80435054,-11.42263094,11.42263094,34.94555624,728.1165137,0,19.06215915,2.773136012,0.577181405,1.037162428,13.25,0,0,1,0
Baeolophus_bicolor,Baeolophus_bicolor,Passeriformes,M,47.10043409,-1.76578436,1.76578436,43.70094006,1182.206424,0,9.183670367,2.817908958,0.591404454,1.081069272,13.3,0,0,1,0
Baeolophus_bicolor,Baeolophus_bicolor,Passeriformes,F,48.86621845,-1.76578436,1.76578436,43.70094006,1182.206424,0,9.183670367,2.817908958,0.591404454,1.081069272,13.3,0,0,1,0
Baeolophus_inornatus,Baeolophus_inornatus,Passeriformes,M,38.89121558,-3.17670174,3.17670174,42.73196515,581.34044,0,12.7974523,2.500326492,0.619,0.997354874,8.83,0,0,1,0
Baeolophus_inornatus,Baeolophus_inornatus,Passeriformes,F,42.06791732,-3.17670174,3.17670174,42.73196515,581.34044,0,12.7974523,2.500326492,0.619,0.997354874,8.83,0,0,1,0
Baeolophus_ridgwayi,Baeolophus_ridgwayi,Passeriformes,M,37.51554911,-1.11430421,1.11430421,44.82953962,580.4973159,0,21.6761458,2.336777188,0.586,0.995257393,8.84206017,NA,NA,1,0
Baeolophus_ridgwayi,Baeolophus_ridgwayi,Passeriformes,F,38.62985332,-1.11430421,1.11430421,44.82953962,580.4973159,0,21.6761458,2.336777188,0.586,0.995257393,8.84206017,NA,NA,1,0
Baeolophus_wollweberi,Baeolophus_wollweberi,Passeriformes,F,43.85125392,4.77818739,4.77818739,29.968337,219.6877323,0,15.32706779,2.555563954,0.642,1,8.177534441,0,0,1,0
Baeolophus_wollweberi,Baeolophus_wollweberi,Passeriformes,M,48.62944131,4.77818739,4.77818739,29.968337,219.6877323,0,15.32706779,2.555563954,0.642,1,8.177534441,0,0,1,0
Baeopogon_clamans,Baeopogon_clamans,Passeriformes,F,74.91724205,0.54315558,0.54315558,1.230825334,6739.712888,0,12.27063066,3.099355568,0.648579745,1.348539594,10.77419535,0,0,1,0
Baeopogon_clamans,Baeopogon_clamans,Passeriformes,M,75.46039763,0.54315558,0.54315558,1.230825334,6739.712888,0,12.27063066,3.099355568,0.648579745,1.348539594,10.77419535,0,0,1,0
Baeopogon_indicator,Baeopogon_indicator,Passeriformes,M,62.55774929,-9.52446133,9.52446133,0.320597211,6672.430994,0.2,12.17524695,3.49496288,0.684960006,1.494753266,11.0345349,0,0,1,0
Baeopogon_indicator,Baeopogon_indicator,Passeriformes,F,72.08221062,-9.52446133,9.52446133,0.320597211,6672.430994,0.2,12.17524695,3.49496288,0.684960006,1.494753266,11.0345349,0,0,1,0
Bangsia_arcaei,Bangsia_arcaei,Passeriformes,M,136.9087287,-9.0912713,9.0912713,11.94923193,4133.412619,0,9.568127192,3.216657113,0.666184705,1.348615871,10.57265893,NA,NA,1,0
Bangsia_arcaei,Bangsia_arcaei,Passeriformes,F,146,-9.0912713,9.0912713,11.94923193,4133.412619,0,9.568127192,3.216657113,0.666184705,1.348615871,10.57265893,NA,NA,1,0
